property_type,price_aprox_usd,surface_covered_in_m2,lat,lon,state
apartment,62711.78,59.0,19.47963,-99.093286,Distrito Federal
house,825333.76,500.0,19.344191,-99.189162,Distrito Federal
apartment,29293.68,44.0,19.303503,-99.055617,Distrito Federal
house,58481.99,260.0,19.396247,-99.190282,Distrito Federal
apartment,71126.75,55.0,19.375412,-99.144234,Distrito Federal
apartment,432342.41,198.0,19.3815495,-99.1694434,Distrito Federal
house,66400.71,102.0,19.5026324,-99.2061703,Distrito Federal
apartment,28977.56,75.0,19.486385,-99.181492,Distrito Federal
house,152263.93,480.0,19.286563,-99.228293,Distrito Federal
apartment,50579.02,62.0,19.455159,-99.200508,Distrito Federal
apartment,172177.53,80.0,23.634501,-102.552788,Distrito Federal
apartment,500521.59,304.0,19.434005,-99.177093,Distrito Federal
apartment,152827.03,170.0,19.2790911,-99.2114234,Distrito Federal
apartment,563615.57,220.0,19.3594791,-99.2707271,Distrito Federal
apartment,53476.78,70.0,19.441809,-99.156423,Distrito Federal
apartment,52440.59,70.0,19.443903,-99.171681,Distrito Federal
apartment,450000.0,177.0,20.6596822,-87.0555566,Quintana Roo
apartment,85668.22,65.0,19.333901,-99.240356,Distrito Federal
apartment,160693.77,126.0,19.391074,-99.165737,Distrito Federal
apartment,158059.45,100.0,19.358023,-99.171387,Distrito Federal
house,337193.49,242.0,19.36778,-99.278682,Distrito Federal
apartment,47010.35,90.0,19.453036,-99.15556,Distrito Federal
apartment,295114.27,220.0,19.4149803,-99.1774462,Distrito Federal
apartment,47101.71,70.0,19.49662,-99.185876,Distrito Federal
apartment,297678.63,130.0,19.327168,-99.224525,Distrito Federal
house,94361.49,160.0,19.410548,-99.070764,Distrito Federal
house,995000.0,421.0,20.611627,-87.096414,Quintana Roo
house,150156.47,240.0,19.2765113,-99.1900871,Distrito Federal
apartment,200000.0,89.0,20.626583,-87.078659,Quintana Roo
house,1580594.51,1000.0,19.332015,-99.201427,Distrito Federal
apartment,44296.02,44.0,19.410307,-99.065399,Distrito Federal
apartment,163328.09,100.0,19.380644,-99.179176,Distrito Federal
apartment,19581.61,44.0,19.301659,-99.041011,Distrito Federal
apartment,750782.39,165.0,23.634501,-102.552788,Distrito Federal
apartment,33200.35,60.0,19.462598,-99.131469,Distrito Federal
apartment,21074.59,43.0,19.3245518,-99.0419068,Distrito Federal
house,131220.45,196.0,21.082655,-86.857162,Quintana Roo
house,579551.32,292.0,19.338805,-99.240838,Distrito Federal
apartment,144624.39,80.0,19.469769,-99.157379,Distrito Federal
apartment,55689.61,80.0,19.410412,-99.098521,Distrito Federal
house,2187007.59,1106.0,19.331967025,-99.2575089633,Distrito Federal
house,110641.61,200.0,19.268643,-99.158602,Distrito Federal
apartment,40028.02,55.0,19.365533,-99.1923,Distrito Federal
apartment,180187.77,95.0,19.365766,-99.263112,Distrito Federal
apartment,36158.73,80.0,19.35944,-99.217652,Distrito Federal
apartment,52574.87,83.0,19.342083,-99.0532159,Distrito Federal
apartment,84845.35,100.0,19.368058,-99.218337,Distrito Federal
apartment,43213.16,63.0,19.3012,-99.116511,Distrito Federal
house,187037.01,270.0,21.129547,-86.817017,Quintana Roo
apartment,144048.21,92.0,19.270821,-99.152303,Distrito Federal
house,430000.0,245.0,20.613375,-87.089897,Quintana Roo
apartment,40568.59,55.0,19.374704,-99.1404,Distrito Federal
apartment,3400000.0,800.0,19.398433,-99.231003,Distrito Federal
apartment,225450.73,93.0,19.358585,-99.185753,Distrito Federal
store,115937.75,67.0,19.3143023856,-99.2424845695,Distrito Federal
apartment,147522.15,217.0,19.5290566,-99.1359301,Distrito Federal
apartment,95889.4,80.0,19.427072,-99.166079,Distrito Federal
apartment,144624.39,80.0,19.469769,-99.157379,Distrito Federal
apartment,33787.84,79.0,19.4594892,-99.1221422,Distrito Federal
house,239723.5,196.0,19.377202,-99.126877,Distrito Federal
apartment,66384.96,103.0,19.36269,-99.150565,Distrito Federal
apartment,60009.9,1200.0,19.403233,-99.19979,Distrito Federal
store,250000.0,66.0,20.6288922117,-87.0702452213,Quintana Roo
house,395000.0,340.0,21.1014804825,-86.8418882793,Quintana Roo
apartment,157000.0,0.0,20.626583,-87.078659,Solidaridad
apartment,132769.93,100.0,19.366078,-99.141746,Distrito Federal
apartment,455846.16,190.0,19.430456,-99.1889121,Distrito Federal
apartment,3500000.0,1300.0,21.161908,-86.8515279,Quintana Roo
house,750000.0,250.0,21.138627,-86.768278,Quintana Roo
apartment,84318.36,124.0,21.149204,-86.833328,Quintana Roo
apartment,131189.34,82.0,19.3018442,-99.140989,Distrito Federal
apartment,39514.86,55.0,19.387868,-99.142256,Distrito Federal
house,627117.84,360.0,19.353813,-99.163605,Distrito Federal
apartment,247626.47,120.0,19.403561,-99.156308,Distrito Federal
apartment,77449.13,70.0,19.395835,-99.135191,Distrito Federal
apartment,44783.51,45.0,19.45756,-99.194748,Distrito Federal
house,316435.02,450.0,19.340202,-99.257774,Distrito Federal
apartment,47429.08,53.0,19.459691,-99.155801,Distrito Federal
house,131716.2,360.0,19.496761,-99.075081,Distrito Federal
apartment,621788.0,125.0,20.6362984435,-87.065320015,Quintana Roo
apartment,88513.29,60.0,23.634501,-102.552788,Distrito Federal
apartment,287141.33,100.0,19.439687,-99.182971,Distrito Federal
apartment,118572.7,80.0,19.4809432,-99.1274918,Distrito Federal
apartment,38904.64,50.0,19.41084,-99.120408,Distrito Federal
apartment,205526.01,125.0,19.3349552,-99.2233579,Distrito Federal
house,1300000.0,440.0,20.759426,-86.956177,Quintana Roo
apartment,48295.96,55.0,19.428622,-99.14602,Distrito Federal
apartment,288526.9,190.0,21.129547,-86.817017,Quintana Roo
house,168069.88,150.0,19.262431,-99.173137,Distrito Federal
apartment,48443.74,90.0,19.281423,-99.141801,Distrito Federal
house,139652.29,278.0,19.367215,-99.222138,Distrito Federal
house,75341.67,90.0,19.334628,-99.047201,Distrito Federal
house,200208.63,300.0,19.296993,-98.995972,Distrito Federal
apartment,46902.09,70.0,19.363542,-99.224084,Distrito Federal
apartment,36353.67,70.0,19.43895,-99.161234,Distrito Federal
house,6585.81,56.0,23.634501,-102.552788,Quintana Roo
apartment,79029.72,70.0,19.440943,-99.09249,Distrito Federal
apartment,168596.74,91.0,21.129547,-86.817017,Quintana Roo
house,35458.0,70.0,19.323864,-99.055725,Distrito Federal
store,270545.09,355.0,19.405168,-99.142608,Distrito Federal
apartment,29212.28,57.0,19.342083,-99.0532159,Distrito Federal
house,120915.48,171.0,19.453451,-99.056056,Distrito Federal
apartment,61626.9,95.0,19.39912,-99.141464,Distrito Federal
house,670000.0,415.0,20.6112630681,-87.0967032015,Quintana Roo
apartment,199681.77,125.0,19.334955,-99.223358,Distrito Federal
house,242357.82,350.0,19.346742,-99.205309,Distrito Federal
apartment,173906.62,128.0,19.399399,-99.138033,Distrito Federal
apartment,796000.0,276.0,23.634501,-102.552788,Quintana Roo
house,62992.82,257.0,19.497346,-99.089531,Distrito Federal
apartment,210745.93,96.0,19.421903,-99.166654,Distrito Federal
apartment,680000.0,244.0,19.436788,-99.189609,Distrito Federal
house,421591.82,512.0,19.5051701,-99.1260113,Distrito Federal
apartment,25816.37,70.0,19.456941,-99.156312,Distrito Federal
apartment,263432.41,210.0,19.386051,-99.166521,Distrito Federal
apartment,168636.73,100.0,20.6766006601,-87.0375967009,Quintana Roo
apartment,100262.37,98.0,19.418578,-99.17134,Distrito Federal
house,1700000.0,809.0,19.396778,-99.228292,Distrito Federal
apartment,54056.33,60.0,19.415143,-99.14685,Distrito Federal
apartment,35616.06,31840.0,19.474446,-99.088493,Distrito Federal
apartment,121207.64,53.0,19.382059,-99.2156059,Distrito Federal
apartment,270000.0,52.0,20.630901,-87.069916,Quintana Roo
house,250320.14,270.0,21.1138993,-86.8443431,Quintana Roo
house,39049.94,120.0,19.380474,-99.245664,Distrito Federal
apartment,45584.61,62.0,19.4126915168,-99.1277845949,Distrito Federal
apartment,331924.84,130.0,19.394358,-99.177444,Distrito Federal
apartment,94835.67,60.0,19.36461,-99.14455,Distrito Federal
house,50011.33,197.0,19.398725,-99.191203,Distrito Federal
apartment,90971.96,113.0,19.420936,-99.168425,Distrito Federal
apartment,83244.64,55.0,19.439253,-99.163605,Distrito Federal
house,289775.66,300.0,19.46728,-99.185394,Distrito Federal
house,458481.11,502.0,21.158964,-86.845937,Quintana Roo
apartment,75025.55,105.0,19.422225,-99.167137,Distrito Federal
apartment,38819.4,70.0,19.448187,-99.161176,Distrito Federal
apartment,154808.85,84.0,19.287598,-99.14769,Distrito Federal
apartment,52686.48,71.0,19.421989,-99.110763,Distrito Federal
apartment,49168.14,40.0,19.413349,-99.108641,Distrito Federal
house,310850.25,200.0,19.381729,-99.164986,Distrito Federal
apartment,112600.11,85.0,19.430141,-99.172536,Distrito Federal
apartment,88513.29,55.0,19.439253,-99.163605,Distrito Federal
apartment,24815.33,67.0,21.180864,-86.85466,Quintana Roo
house,85352.1,100.0,23.634501,-102.552788,Distrito Federal
apartment,147557.13,77.0,19.39912,-99.141464,Distrito Federal
apartment,163366.83,80.0,19.3499358,-99.2906864,Distrito Federal
apartment,1190000.0,162.0,19.4316766,-99.2001362,Distrito Federal
apartment,29240.99,900.0,19.460012,-99.153755,Distrito Federal
apartment,32919.31,50.0,19.334868,-99.060641,Distrito Federal
apartment,69194.89,90.0,19.401312,-99.173525,Distrito Federal
apartment,326656.19,137.0,19.275206,-99.218292,Distrito Federal
apartment,650000.0,0.0,21.1043659,-86.7644486,Quintana Roo
apartment,305581.6,133.0,19.375644,-99.163019,Distrito Federal
apartment,204054.75,98.0,19.3680133,-99.1621111,Distrito Federal
apartment,345000.0,79.0,20.6317801803,-87.0696544647,Quintana Roo
apartment,89588.26,86.0,19.381729,-99.164986,Distrito Federal
apartment,110641.61,190.0,19.427607,-99.160835,Distrito Federal
apartment,262876.57,107.0,19.374796,-99.1522,Distrito Federal
apartment,200208.63,83.0,19.33923,-99.218987,Distrito Federal
apartment,34246.21,65.0,19.444584,-99.174675,Distrito Federal
apartment,51405.79,80.0,19.48888,-99.179278,Distrito Federal
apartment,73761.07,85.0,19.394628,-99.143842,Distrito Federal
apartment,57733.84,65.0,19.376456,-99.145563,Distrito Federal
apartment,36880.53,54.0,19.4285813,-99.0609099,Distrito Federal
apartment,131747.44,120.0,19.5029542,-99.122192,Distrito Federal
house,51105.88,90.0,20.6647579056,-87.0624379814,Quintana Roo
apartment,124896.57,80.0,23.634501,-102.552788,Distrito Federal
apartment,25842.19,65.0,19.38855,-99.055877,Distrito Federal
house,198891.47,224.0,19.2926091476,-99.1084470754,Distrito Federal
apartment,360000.0,125.0,20.626583,-87.078659,Solidaridad
house,99524.76,144.0,19.498902,-99.110999,Distrito Federal
apartment,73778.56,75.0,19.394628,-99.143842,Distrito Federal
apartment,158059.45,95.0,19.394358,-99.177444,Distrito Federal
apartment,90726.12,91.0,19.336195,-99.23692,Distrito Federal
apartment,70705.26,70.0,19.41263,-99.155464,Distrito Federal
apartment,54166.48,61.0,19.2990233,-99.0436467,Distrito Federal
apartment,73761.07,69.0,19.396538,-99.141249,Distrito Federal
apartment,195000.0,134.0,20.65593,-87.05368,Quintana Roo
apartment,71126.75,32.0,19.453568,-99.182745,Distrito Federal
apartment,209692.2,108.0,19.390031,-99.174182,Distrito Federal
apartment,94858.16,74.0,19.377651,-99.128459,Distrito Federal
house,76940.5,150.0,22.771024,-102.611172,Zacatecas
apartment,79443.7,107.0,19.378533,-99.187561,Distrito Federal
apartment,801000.0,178.0,19.4330857,-99.2005645,Distrito Federal
apartment,44730.82,46.0,19.410307,-99.065399,Distrito Federal
apartment,192305.66,85.0,19.368544,-99.163605,Distrito Federal
house,285101.47,260.0,19.347138,-99.25617,Distrito Federal
store,36889.28,0.0,20.648594,-87.059929,Quintana Roo
house,252955.09,600.0,21.1166104566,-86.8428039551,Quintana Roo
apartment,23023.99,58.0,19.283605,-99.19472,Distrito Federal
house,1166000.0,667.0,21.15835,-86.821678,Solidaridad
apartment,999000.0,282.0,21.1674843565,-86.809829235,Quintana Roo
apartment,275000.0,92.0,20.632593,-87.067124,Quintana Roo
apartment,53158.18,65.0,19.395097,-99.150424,Distrito Federal
apartment,129544.0,95.0,20.596151,-87.104899,Quintana Roo
apartment,549000.0,183.0,21.1120865975,-86.7680883408,Quintana Roo
apartment,326656.19,144.0,19.3447,-99.212753,Distrito Federal
apartment,79029.72,95.0,19.370046,-99.146155,Distrito Federal
apartment,98523.72,60.0,19.36461,-99.14455,Distrito Federal
store,241955.03,373.0,19.420166,-99.220367,Distrito Federal
apartment,97224.1,104.0,19.371132,-99.173156,Distrito Federal
house,231820.52,154.0,19.322067,-99.135863,Distrito Federal
apartment,115910.26,129.0,19.390748,-99.158695,Distrito Federal
apartment,711436.2,265.0,19.390415,-99.254997,Distrito Federal
apartment,155461.98,70.0,19.384037,-99.140704,Distrito Federal
apartment,34825.76,70.0,19.490177,-99.205132,Distrito Federal
house,790000.0,300.0,19.3266422705,-99.2443878653,Distrito Federal
house,136367.42,280.0,19.314915,-99.130051,Distrito Federal
apartment,50930.23,70.0,19.384955,-99.227837,Distrito Federal
house,36827.85,160.0,19.350107,-99.061256,Distrito Federal
apartment,119598.31,120.0,19.367931,-99.170262,Distrito Federal
house,205477.28,185.0,19.348917,-99.227711,Distrito Federal
apartment,332662.45,120.0,19.405298,-99.164986,Distrito Federal
house,108007.29,250.0,19.362488,-99.108269,Distrito Federal
apartment,447941.31,140.0,19.409369,-99.171906,Distrito Federal
apartment,68861.23,51.0,19.473415,-99.143539,Distrito Federal
apartment,102763.0,70.0,19.3934821,-99.137825,Distrito Federal
apartment,210745.93,110.0,19.432657,-99.177444,Distrito Federal
apartment,87810.82,80.0,19.388662,-99.147988,Distrito Federal
apartment,262378.68,41.0,19.440935,-99.188522,Distrito Federal
house,220000.0,165.0,20.6456,-87.060983,Quintana Roo
apartment,244570.65,120.0,19.356062,-99.191978,Distrito Federal
apartment,750000.0,360.0,19.3631419,-99.2880597,Distrito Federal
apartment,17096.76,42.0,19.4468231,-99.1303962,Distrito Federal
apartment,167964.51,83.0,19.305561,-99.171219,Distrito Federal
apartment,285824.17,96.0,19.41498,-99.177444,Distrito Federal
house,147557.13,300.0,19.3158372,-99.2518829,Distrito Federal
apartment,160909.37,137.0,21.1109415986,-86.8538246176,Quintana Roo
apartment,16118.9,59.0,19.524143,-99.160149,Distrito Federal
apartment,3400000.0,800.0,19.397443,-99.232371,Distrito Federal
apartment,38935.31,76.0,19.429183,-99.139946,Distrito Federal
apartment,386283.5,234.0,19.394073,-99.153915,Distrito Federal
house,580970.32,120.0,19.371502,-99.232647,Distrito Federal
apartment,37960.61,55.0,19.451685,-99.157107,Distrito Federal
apartment,44622.29,45.0,19.456741,-99.122208,Distrito Federal
apartment,65085.35,70.0,19.416376,-99.157502,Distrito Federal
apartment,75552.41,105.0,19.404442,-99.162688,Distrito Federal
house,1918242.8,480.0,19.375412,-99.144234,Distrito Federal
apartment,104319.23,97.0,19.430141,-99.172536,Distrito Federal
house,167543.01,275.0,19.346603,-99.05383,Distrito Federal
house,117518.72,200.0,19.3338384077,-99.0586721712,Distrito Federal
apartment,163064.66,65.0,19.446829,-99.159454,Distrito Federal
house,156478.85,322.0,19.371586,-99.049831,Distrito Federal
apartment,411676.37,173.0,19.346647,-99.275787,Distrito Federal
house,179239.41,160.0,19.493006,-99.133455,Distrito Federal
apartment,122437.27,175.0,19.40099,-99.161174,Distrito Federal
apartment,77533.42,60.0,19.396705,-99.181902,Distrito Federal
house,220000.0,157.0,21.1935231,-86.8063267,Quintana Roo
apartment,289000.0,66.0,20.626583,-87.078659,Solidaridad
house,68508.67,135.0,21.0812325806,-86.8437652336,Quintana Roo
apartment,165962.42,136.0,23.634501,-102.552788,Distrito Federal
apartment,237145.4,100.0,19.368925,-99.17846,Distrito Federal
apartment,48893.05,80.0,19.328705,-99.164986,Distrito Federal
apartment,450000.0,170.0,20.8988089122,-86.8531680107,Quintana Roo
house,51790.81,64.0,19.317437,-99.091222,Distrito Federal
house,231720.42,304.0,19.433274,-99.210758,Distrito Federal
apartment,163328.09,80.0,19.3499358,-99.2906864,Distrito Federal
house,109587.88,170.0,21.0974827988,-86.8694972992,Quintana Roo
house,158096.93,200.0,19.2430738,-99.0862727,Distrito Federal
apartment,50368.27,95.0,19.440569,-99.177506,Distrito Federal
apartment,68534.57,44.0,19.484971,-99.189523,Distrito Federal
apartment,147557.13,98.0,19.380937,-99.179545,Distrito Federal
apartment,34246.21,59.0,19.490054,-99.093551,Distrito Federal
house,200208.63,200.0,21.158964,-86.845937,Quintana Roo
apartment,22381.21,50.0,19.486053,-99.109844,Distrito Federal
house,53476.78,100.0,20.675672,-87.053277,Solidaridad
store,4000000.0,500.0,19.363572,-99.090313,Distrito Federal
house,131716.2,150.0,19.359798,-99.161675,Distrito Federal
apartment,55882.76,70.0,19.368823,-99.224603,Distrito Federal
apartment,35847.88,65.0,19.453854,-99.193979,Distrito Federal
house,1600000.0,450.0,19.346523,-99.191292,Distrito Federal
house,320000.0,99.0,20.6313521934,-87.0688196272,Solidaridad
house,600000.0,300.0,20.503029,-87.222649,Quintana Roo
house,110667.85,219.0,21.129547,-86.817017,Quintana Roo
apartment,47681.26,75.0,19.457982,-99.19269,Distrito Federal
house,249733.93,290.0,19.336828,-99.135239,Distrito Federal
apartment,44363.96,80.0,19.357504,-99.234987,Distrito Federal
apartment,48969.03,61.0,19.27362,-99.155521,Distrito Federal
apartment,50064.02,0.0,20.620501508,-87.0866958797,Quintana Roo
apartment,53158.18,60.0,19.395097,-99.150424,Distrito Federal
apartment,142253.5,80.0,19.39912,-99.141464,Distrito Federal
apartment,180230.5,90.0,19.365766,-99.263112,Distrito Federal
apartment,44783.51,56.0,19.392349,-99.07093,Distrito Federal
apartment,40028.02,60.0,19.365584,-99.192475,Distrito Federal
apartment,39093.37,60.0,19.451919,-99.131919,Distrito Federal
apartment,565000.0,284.0,20.628095,-87.069709,Quintana Roo
apartment,123698.51,150.0,19.360389,-99.157155,Distrito Federal
apartment,92991.64,80.0,19.42116,-99.161997,Distrito Federal
apartment,47681.26,70.0,19.304502,-99.123118,Distrito Federal
apartment,58640.16,80.0,19.365843,-99.149901,Distrito Federal
apartment,48431.1,45.0,19.458118,-99.125557,Distrito Federal
apartment,49051.11,56.0,19.456993,-99.118637,Distrito Federal
apartment,326656.19,137.0,19.275206,-99.218292,Distrito Federal
house,289775.66,0.0,19.464928,-99.180214,Distrito Federal
apartment,189671.34,110.0,21.129547,-86.817017,Quintana Roo
house,447941.31,574.0,19.4729125,-99.1232228,Distrito Federal
apartment,26876.47,60.0,19.369859,-99.135812,Distrito Federal
apartment,152790.8,86.0,19.381729,-99.164986,Distrito Federal
